OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
9140,50683,50683042,META,SAN JUAN DE ARAMA,EL BOSQUE,INDF,ESRI,NULL,NULL,831.32062318,50,8395244.09296165,14880.3473003123
9141,50683,50683043,META,SAN JUAN DE ARAMA,NUEVO PROCESO,INDF,ESRI,NULL,NULL,1200.9506111,50,12127594.683701,17367.5026087551
9142,41791,41791051,HUILA,TARQUI,LA GALAXIA,INDF,ESRI,NULL,NULL,102.70564633,41,1034273.58272954,5338.03252769553
9143,41791,41791052,HUILA,TARQUI,LA MIRANDA,INDF,ESRI,NULL,NULL,256.3930937,41,2581991.06051622,7609.52802006262
9144,41791,41791053,HUILA,TARQUI,SAN FRANCISCO,INDF,ESRI,NULL,NULL,220.58008411,41,2221322.04562784,10775.4683337836
9145,18756,18756087,CAQUETÁ,SOLANO,MEDIACANOA,INDF,esri - defensoria - DANE,NULL,NULL,33147.6830224,18,333567880.755028,93376.8789486124
9146,18756,18756065,CAQUETÁ,SOLANO,LA GRANJA,INDF,esri - defensoria - DANE,NULL,NULL,2953.98101671,18,29727120.1382081,28377.7855654754
9147,18756,18756031,CAQUETÁ,SOLANO,EL KIOSKO LA GRANJA,INDF,esri - defensoria - DANE,NULL,NULL,2293.7447114,18,23083316.7896546,23511.5874807062
9148,52612,52612010,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,989.54507171,52,9914422.36631816,18330.928398023
9149,52612,52612011,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,1922.12438032,52,19255505.1558113,23092.0846896469
9150,52250,52250107,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2022.58157308,52,20289524.7374616,20947.2553933486
9151,52250,52250108,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2017.84744436,52,20244099.2298635,23638.5981402544
9152,52250,52250109,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1751.84421598,52,17576815.0046335,19230.86270252
9153,52250,52250110,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2156.88749407,52,21642383.8326418,20289.5906893607
9154,52250,52250111,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1730.54511392,52,17367303.6191602,18777.6788112937
9155,41791,41791054,HUILA,TARQUI,LOS LLANITOS,INDF,ESRI,NULL,NULL,186.14119158,41,1874547.09046288,7685.21817394094
9156,76126,76126035,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,904.83583023,76,9132864.18314303,16480.3921176107
9157,76126,76126036,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,368.17976821,76,3716766.53574269,10260.8227965412
9158,76126,76126037,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1467.35897543,76,14812893.7644132,15795.9134608238
9159,76126,76126038,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,689.02808833,76,6954905.99558355,12128.1830781357
9160,76126,76126039,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1203.60608805,76,12147201.0934273,19110.353221087
9161,50689,50689017,META,SAN MARTIN,PUNTO NUEVO,INDF,ESRI,NULL,NULL,44144.4011794,50,445972613.940432,122916.235983214
9162,50689,50689018,META,SAN MARTIN,LLANO GRANDE,INDF,ESRI,NULL,NULL,18103.4199581,50,182886460.991788,79013.2103866949
9163,50689,50689019,META,SAN MARTIN,LLANO GRANDE,INDF,ESRI,NULL,NULL,13715.5265611,50,138600841.195071,99626.1089443518
9164,50450,50450011,META,PUERTO CONCORDIA,CHAPARRITO,2009,EOT PUERTO CONCORDIA,NULL,NULL,12121.9601987,50,122269584.339618,63869.1243220156
9165,50450,50450004,META,PUERTO CONCORDIA,ALTO MIELON,2009,EOT PUERTO CONCORDIA,NULL,NULL,5719.70040172,50,57702604.1317419,54556.6553917656
9166,50450,50450036,META,PUERTO CONCORDIA,SANTA ISABEL,2009,EOT PUERTO CONCORDIA,NULL,NULL,10764.8203884,50,108564049.279683,81206.3612328366
9167,50450,50450014,META,PUERTO CONCORDIA,EL PALMAR,2009,EOT PUERTO CONCORDIA,NULL,NULL,2729.05723022,50,27517829.4536739,31256.6622379378
9168,97001,97001001,VAUPES,MITU,AZATIAC,INDF,DEFENSORIA PUEBLO,NULL,NULL,71349.6084012,97,715025464.765041,132075.441847025
9169,97001,97001002,VAUPES,MITU,ACAIPI,INDF,DEFENSORIA PUEBLO,NULL,NULL,46683.9505096,97,468253601.188001,133244.1497557
9170,97001,97161000,VAUPES,MITU,UNIQ,INDF,DEFENSORIA PUEBLO,NULL,NULL,125693.188394,97,1260466202.43407,179400.39865744
9171,97001,97001003,VAUPES,MITU,UDIC,INDF,DEFENSORIA PUEBLO,NULL,NULL,123966.274447,97,1243859300.64178,168619.220069004
9172,97001,97001004,VAUPES,MITU,UNIQ,INDF,DEFENSORIA PUEBLO,NULL,NULL,282364.61836,97,2831686542.9278,301570.0489361
9173,50573,50573011,META,PUERTO LOPEZ,SABANA,INDF,ESRI,NULL,NULL,1838.39958605,50,18594074.2553798,23532.2585994171
9174,50573,50573012,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,2630.49164104,50,26602725.2092253,27247.3813276934
9175,50573,50573013,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,1981.3074422,50,20036190.3295952,28549.2913702311
9176,50573,50573014,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,2761.91222854,50,27933759.0271814,46077.8450037341
9177,52079,52079043,NARIÑO,BARBACOAS,TAMBILLO,INDF,ESRI,NULL,NULL,709.27834378,52,7109472.93305525,14809.3335055692
9178,52079,52079045,NARIÑO,BARBACOAS,PIÑAL SALADO,INDF,ESRI,NULL,NULL,2544.39667402,52,25516927.3172061,30666.6437065748
9179,52079,52079046,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,4395.3303013,52,44046909.8346281,40257.3799432461
9180,52079,52079047,NARIÑO,BARBACOAS,PALBI,INDF,ESRI,NULL,NULL,9889.48137931,52,99122494.9165414,72197.4573656549
9181,52079,52079048,NARIÑO,BARBACOAS,CACAGUAL,INDF,ESRI,NULL,NULL,916.03860155,52,9182297.07073263,16005.5178400468
9182,52079,52079049,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,357.3447593,52,3582986.54891627,13386.4783365999
9183,52079,52079050,NARIÑO,BARBACOAS,TERAN,INDF,ESRI,NULL,NULL,228.73205569,52,2293733.65461341,6667.2523682057
9184,52490,52490013,NARIÑO,OLAYA HERRERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2040.3852248,52,20455366.6832999,20653.4633002563
9185,52490,52490014,NARIÑO,OLAYA HERRERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1709.40136825,52,17140328.8356485,22230.4565996565
9186,50313,50313003,META,GRANADA,SARDINATA,INDF,ESRI,NULL,NULL,2472.5648291,50,24981397.9684795,33441.3721555357
9187,76126,76126055,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1297.33940505,76,13090970.0804985,28259.4180179207
9188,76126,76126056,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1703.30408294,76,17188217.3264244,31118.9594950082
9189,76126,76126057,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1931.11404856,76,19487713.2011958,26175.8398815588
9190,73585,73585017,TOLIMA,PURIFICACIÓN,COYA,INDF,ESRI,NULL,NULL,592.96061237,73,5994212.02259977,11941.2342713151
9191,73585,73585018,TOLIMA,PURIFICACIÓN,HILARCO,INDF,ESRI,NULL,NULL,1932.65037262,73,19535884.3658179,20163.0292182718
9192,52612,52612014,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,3960.28943441,52,39691336.0996338,30177.04828525
9193,52612,52612015,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,5992.79161171,52,60054929.5171531,39366.7286126394
9194,52621,52621019,NARIÑO,ROBERTO PAYAN,HATO GRANDE,INDF,ESRI,NULL,NULL,3729.51156573,52,37382036.414744,30212.3768155275
9195,52612,52612026,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,8854.03419989,52,88748962.4748849,41687.2472203826
9196,52079,52079001,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,3447.99760653,52,34571447.1162511,40542.1460930163
9197,52079,52079002,NARIÑO,BARBACOAS,BUENAVISTA,INDF,ESRI,NULL,NULL,4565.8809884,52,45770926.2159411,41926.7369515022
9198,52079,52079003,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,4837.50735054,52,48508785.3788809,32485.8299806568
9199,52079,52079004,NARIÑO,BARBACOAS,ZAPOTE,INDF,ESRI,NULL,NULL,4438.47914102,52,44492875.5826663,58542.3548859501
9200,52079,52079005,NARIÑO,BARBACOAS,MACAJAN,INDF,ESRI,NULL,NULL,10965.9731607,52,109983384.743375,97924.6085164181
9201,52079,52079006,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,5622.42508075,52,56381479.1403218,45019.282220267
9202,52079,52079007,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,5389.04861314,52,54011318.5752672,50217.7342904526
9203,52079,52079008,NARIÑO,BARBACOAS,LA SECA,INDF,ESRI,NULL,NULL,2592.56912924,52,25985590.8417275,32692.4655685328
9204,52473,52473004,NARIÑO,MOSQUERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2818.51672182,52,28269174.786433,25385.3460157965
9205,52490,52490015,NARIÑO,OLAYA HERRERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,279.43311992,52,2802104.49454635,8144.28835218773
9206,50313,50313001,META,GRANADA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2393.7377468,50,24181821.6051598,23163.5525561436
9207,73585,73585019,TOLIMA,PURIFICACIÓN,SALITRE,INDF,ESRI,NULL,NULL,2007.85252099,73,20298499.0963411,28740.8437761851
9208,73585,73585036,TOLIMA,PURIFICACIÓN,REMOLINOS,INDF,ESRI,NULL,NULL,540.11001649,73,5461205.18923771,12712.3463844319
9209,73585,73585037,TOLIMA,PURIFICACIÓN,ANILES,INDF,ESRI,NULL,NULL,214.64277498,73,2170324.49592433,7456.49308605991
9210,73585,73585038,TOLIMA,PURIFICACIÓN,SAN ROQUE,INDF,ESRI,NULL,NULL,272.89471525,73,2759295.76122227,9055.00359979937
9211,73585,73585039,TOLIMA,PURIFICACIÓN,SANTA LUCIA,INDF,ESRI,NULL,NULL,191.31551974,73,1934436.5841738,7550.31782615193
9212,73585,73585040,TOLIMA,PURIFICACIÓN,SAN DIEGO,INDF,ESRI,NULL,NULL,282.58562349,73,2857209.09019624,8080.79698344478
9213,52520,52520001,NARIÑO,FRANCISCO PIZARRO,VADO REAL,INDF,ESRI,NULL,NULL,4380.24886401,52,43901724.936512,29971.1621218017
9214,52490,52490049,NARIÑO,OLAYA HERRERA,LA SOLEDAD,INDF,ESRI,NULL,NULL,1415.03819081,52,14187524.2393676,17149.187496188
9215,52490,52490052,NARIÑO,OLAYA HERRERA,CHAPIL,INDF,ESRI,NULL,NULL,1057.21404654,52,10602284.8659981,16257.863343811
9216,52473,52473005,NARIÑO,MOSQUERA,PLAYA NUEVA,INDF,ESRI,NULL,NULL,13568.7990852,52,136110260.721751,52315.8907522587
9217,52473,52473006,NARIÑO,MOSQUERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,14640.5045821,52,146773236.905175,82317.7940822261
9218,52473,52473007,NARIÑO,MOSQUERA,SANTA ROSITA,INDF,ESRI,NULL,NULL,3028.70274704,52,30360581.2543142,35518.3464637618
9219,52473,52473008,NARIÑO,MOSQUERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,12126.5351308,52,121546675.036198,71722.0105017876
9220,52473,52473009,NARIÑO,MOSQUERA,SALANGO,INDF,ESRI,NULL,NULL,13156.7849811,52,131907192.055261,90369.7220715909
9221,52473,52473010,NARIÑO,MOSQUERA,LA ABEJA,INDF,ESRI,NULL,NULL,4420.54172896,52,44325883.5470085,47710.060073286
9222,52390,52390008,NARIÑO,LA TOLA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2270.49196964,52,22781869.9338454,21742.4812877783
9223,50313,50313002,META,GRANADA,SAN MARTIN,INDF,ESRI,NULL,NULL,2676.13113605,50,27036386.9072759,25615.801630286
9224,50313,50313005,META,CAIMITAL,EL IRACA,INDF,ESRI,NULL,NULL,2496.03947169,50,25226666.2069527,25663.4053138181
9225,50683,50683044,META,SAN JUAN DE ARAMA,LOS ALPES,INDF,ESRI,NULL,NULL,1536.52400677,50,15515951.7322275,16236.3000475274
9226,50683,50683045,META,SAN JUAN DE ARAMA,BOCAS DE RIO NUEVO,INDF,ESRI,NULL,NULL,336.75024015,50,3400849.34999992,10713.3477150027
9227,73585,73585041,TOLIMA,PURIFICACIÓN,SANTA LUCIA,INDF,ESRI,NULL,NULL,1371.14922126,73,13863415.9132993,20677.7711001704
9228,76109,76109008,VALLE DEL CAUCA,BUENAVENTURA,CATOTO,INDF,DEFENSORIA,NULL,NULL,1685.91362716,76,16984523.2379688,29831.1178721616
9229,76109,76109009,VALLE DEL CAUCA,BUENAVENTURA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,20717.4723757,76,208695680.934031,79527.5448773934
9230,76109,76109010,VALLE DEL CAUCA,BUENAVENTURA,BAJO CALIMA,INDF,DEFENSORIA,NULL,NULL,53349.6219989,76,538310842.441364,148883.895896987
9231,76109,76109011,VALLE DEL CAUCA,BUENAVENTURA,BOCAS DEL SAN JUAN,INDF,DEFENSORIA,NULL,NULL,35874.8242269,76,361775013.200537,89948.4225750731
9232,76109,76109012,VALLE DEL CAUCA,BUENAVENTURA,BAZAN,INDF,DEFENSORIA,NULL,NULL,44962.1965626,76,453462533.954931,166495.913012948
9233,76109,76109013,VALLE DEL CAUCA,BUENAVENTURA,GUADUALITO,INDF,DEFENSORIA,NULL,NULL,4084.77500815,76,41191522.6166461,37353.8166257319
9234,52490,52490053,NARIÑO,OLAYA HERRERA,CALABAZAL,INDF,ESRI,NULL,NULL,2407.58893816,52,24151956.1305187,25973.6010828355
9235,52250,52250016,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1935.63456092,52,19421651.4368497,22278.2129173399
9236,52250,52250017,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1670.85913208,52,16786905.1961918,25429.2988550773
9237,52390,52390009,NARIÑO,LA TOLA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1649.31004255,52,16548540.2561304,17528.1820093145
9238,52390,52390010,NARIÑO,LA TOLA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2139.49581632,52,21468387.9543282,28128.6121283299
9239,52250,52250033,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2388.4283294,52,23991940.9524687,21786.7931271941
9240,52250,52250034,NARIÑO,EL CHARCO,PASACORRIENDO,INDF,ESRI,NULL,NULL,2134.7662023,52,21446235.4632352,31432.7732846612
9241,50683,50683046,META,SAN JUAN DE ARAMA,ALTO DEL TIGRE,INDF,ESRI,NULL,NULL,636.52373641,50,6431549.66755117,19494.2823378444
9242,50683,50683047,META,SAN JUAN DE ARAMA,RESERVA,INDF,ESRI,NULL,NULL,3821.84563938,50,38594695.0651291,38156.0939386313
9243,50683,50683048,META,SAN JUAN DE ARAMA,RIO NUEVO,INDF,ESRI,NULL,NULL,1501.32017139,50,15160479.7692377,16938.0452013051
9244,73585,73585001,TOLIMA,PURIFICACIÓN,CAIRO BRISAS,INDF,ESRI,NULL,NULL,684.40306741,73,6921435.05359843,15264.8261357626
9245,76126,76126058,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2074.56810081,76,20937934.5877488,22503.9465261946
9246,76126,76126059,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2259.6424738,76,22816184.9341497,31438.2581654518
9247,76126,76126060,VALLE DEL CAUCA,CALIMA,EL RESGUARDO,INDF,ESRI,NULL,NULL,3623.55563722,76,36571631.2601028,27362.2333340883
9248,76126,76126061,VALLE DEL CAUCA,CALIMA,EL TESORIO,INDF,ESRI,NULL,NULL,1437.52647315,76,14519238.9217867,19990.2786784268
9249,76736,76736001,VALLE DEL CAUCA,SEVILLA,EL BARSINO,INDF,ESRI,NULL,NULL,1704.42935165,76,17233414.6746052,22964.6026626438
9250,76736,76736002,VALLE DEL CAUCA,SEVILLA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2831.61547831,76,28622145.1922699,24585.7966645393
9251,76736,76736003,VALLE DEL CAUCA,SEVILLA,MIRA FLORES,INDF,ESRI,NULL,NULL,2304.7356794,76,23293374.0373741,23602.8487448214
9252,76736,76736004,VALLE DEL CAUCA,SEVILLA,SAN  JUAN,INDF,ESRI,NULL,NULL,2377.63958746,76,24034082.0837334,25457.2780462364
9253,76736,76736005,VALLE DEL CAUCA,SEVILLA,MAULEN,INDF,ESRI,NULL,NULL,2020.21989499,76,20421143.9468624,21172.2492359873
9254,76736,76736006,VALLE DEL CAUCA,SEVILLA,CALAMAR,INDF,ESRI,NULL,NULL,2035.5299566,76,20578116.4074196,22039.0266682499
9255,76736,76736007,VALLE DEL CAUCA,SEVILLA,IRLANDA,INDF,ESRI,NULL,NULL,2065.04657081,76,20878155.3253841,25607.6502416852
9256,76736,76736008,VALLE DEL CAUCA,SEVILLA,CRISTALES,INDF,ESRI,NULL,NULL,3423.99020431,76,34620661.6282221,31793.0802472387
9257,76736,76736009,VALLE DEL CAUCA,SEVILLA,CINABRIO,INDF,ESRI,NULL,NULL,2450.98578166,76,24781165.134504,28357.8478403791
9258,76736,76736010,VALLE DEL CAUCA,SEVILLA,COLORADAS,INDF,ESRI,NULL,NULL,2072.5531817,76,20954493.2653181,31701.7594928928
9259,76736,76736011,VALLE DEL CAUCA,SEVILLA,SAN JUAN ALTO,INDF,ESRI,NULL,NULL,1933.04741132,76,19541642.0045374,30097.446396964
9260,76736,76736012,VALLE DEL CAUCA,SEVILLA,TIBI,INDF,ESRI,NULL,NULL,4110.12588816,76,41544515.7891553,40355.622812865
9261,76736,76736013,VALLE DEL CAUCA,SEVILLA,COMINGALES,INDF,ESRI,NULL,NULL,1458.44024407,76,14746852.8109969,28893.5164470438
9262,76736,76736014,VALLE DEL CAUCA,SEVILLA,PEÑAS BLANCAS,INDF,ESRI,NULL,NULL,2246.80776023,76,22705538.3845375,29300.7896799431
9263,50573,50573002,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,3485.0627226,50,35257402.8634302,39095.8830255355
9264,50573,50573004,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,1572.29759834,50,15905743.5353175,21795.9756341718
9265,50573,50573007,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,1904.53893234,50,19261896.8341935,28631.2841338306
9266,50573,50573008,META,PUERTO LOPEZ,SIN DEFINIR,INDF,ESRI,NULL,NULL,1915.71314811,50,19377463.12961,25480.6376498135
9267,52250,52250018,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1864.35232609,52,18733993.9109662,25610.6772130632
9268,52250,52250019,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2362.62406056,52,23704163.5763533,31311.7450779501
9269,52250,52250021,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1711.2926478,52,17171199.7686731,20426.1332284826
9270,52250,52250023,NARIÑO,EL CHARCO,SABANA GRANDE,INDF,ESRI,NULL,NULL,2294.14962327,52,23015283.2442835,27060.2689544189
9271,52612,52612016,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,5087.09963736,52,50983450.3312548,49066.6658640357
9272,52250,52250035,NARIÑO,EL CHARCO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1914.62950562,52,19211500.8387543,22197.915086118
9273,52079,52079009,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2063.98188501,52,20698303.0666748,24544.8520946074
9274,52079,52079010,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,7863.33853841,52,78750368.6223747,61944.5333936819
9275,52079,52079011,NARIÑO,BARBACOAS,CURRULAO,INDF,ESRI,NULL,NULL,2388.2257991,52,23922366.1154237,31254.6991704279
9276,41791,41791055,HUILA,TARQUI,LAS MINAS,INDF,ESRI,NULL,NULL,3280.89378048,41,33040263.1639968,31498.1337596403
9277,41791,41791056,HUILA,TARQUI,LOS ANDES,INDF,ESRI,NULL,NULL,1435.13196411,41,14451569.2344237,23248.1379383162
9278,52696,52696001,NARIÑO,NARIÑO,CONCEJO MENOR SANTA ROSA,INDF,DEFENSORIA,NULL,NULL,1113.50268925,52,11182659.7095392,20406.7389424591
9279,73585,73585020,TOLIMA,PURIFICACIÓN,EL CONSUELO,INDF,ESRI,NULL,NULL,258.24772164,73,2611363.40116958,9111.95358908949
9280,73585,73585021,TOLIMA,PURIFICACIÓN,CAMPO ALEGRE,INDF,ESRI,NULL,NULL,378.12052591,73,3823438.70152171,8494.24139572615
9281,73585,73585022,TOLIMA,PURIFICACIÓN,SAN ANTONIO,INDF,ESRI,NULL,NULL,298.31382692,73,3016394.4165131,8940.7412571633
9282,73585,73585042,TOLIMA,PURIFICACIÓN,EL TAMBO,INDF,ESRI,NULL,NULL,935.12206098,73,9454433.37874344,18696.3578605566
9283,52612,52612017,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2144.97870676,52,21503735.8502896,22288.0102272313
9284,52612,52612018,NARIÑO,RICAURTE,SIN DEFINIR,INDF,ESRI,NULL,NULL,8301.12769208,52,83218060.3617632,44717.3225930137
9285,52079,52079012,NARIÑO,BARBACOAS,NUEVA COLONIA,INDF,ESRI,NULL,NULL,944.06957277,52,9461544.61677619,15929.4774416603
9286,52079,52079013,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,13661.150406,52,136836041.303244,73994.3585891897
9287,52079,52079014,NARIÑO,BARBACOAS,PALMIRA,INDF,ESRI,NULL,NULL,1809.41928804,52,18157201.4458742,21399.7180189837
9288,52079,52079015,NARIÑO,BARBACOAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,12599.3098892,52,126419748.074529,75762.6627805209
9289,52473,52473011,NARIÑO,MOSQUERA,PINAL,INDF,ESRI,NULL,NULL,10285.490769,52,103149491.188635,58243.1167425117
9290,52473,52473012,NARIÑO,MOSQUERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,3621.49052282,52,36312186.1271143,35369.4471283629
9291,52390,52390012,NARIÑO,LA TOLA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1553.51174421,52,15586195.9352268,27664.467924387
9292,76126,76126041,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2260.50018809,76,22817638.0951415,22762.6690691496
9293,76126,76126042,VALLE DEL CAUCA,CALIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2008.89355328,76,20275942.2038458,23040.9018028085
9294,50313,50313004,META,GRANADA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2430.6427994,50,24561582.8756649,22153.4658318706
9295,73585,73585043,TOLIMA,PURIFICACIÓN,BUENAVISTA,INDF,ESRI,NULL,NULL,784.06800943,73,7926967.66881151,16682.761915328
9296,73585,73585044,TOLIMA,PURIFICACIÓN,LA MATA,INDF,ESRI,NULL,NULL,1386.14822694,73,14013676.2510619,27900.0962996561
9297,73585,73585045,TOLIMA,PURIFICACIÓN,BOGAS DE SALERO,INDF,ESRI,NULL,NULL,282.58798747,73,2857293.22211698,14703.8426984106
9298,73585,73585046,TOLIMA,PURIFICACIÓN,REPRESA DE HIDROPRADO,INDF,ESRI,NULL,NULL,1441.75657608,73,14576432.5038922,79790.0236045444
9299,73585,73585047,TOLIMA,PURIFICACIÓN,SAN FRANCISCO,INDF,ESRI,NULL,NULL,746.30222784,73,7546852.42336945,16203.9097385143
9300,52520,52520004,NARIÑO,FRANCISCO PIZARRO,PALERMO,INDF,ESRI,NULL,NULL,1537.57379611,52,15401348.9682762,23158.9352039371
9301,52520,52520005,NARIÑO,FRANCISCO PIZARRO,SANTA BARBARA,INDF,ESRI,NULL,NULL,1671.23152516,52,16742856.723378,20241.8772286063
9302,52490,52490001,NARIÑO,OLAYA HERRERA,SIN DEFINIR,INDF,ESRI,NULL,NULL,872.40272842,52,8746119.86287941,14286.1378311973
9303,52390,52390011,NARIÑO,LA TOLA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2042.73493209,52,20496020.7226365,30152.387607317
9304,73585,73585002,TOLIMA,PURIFICACIÓN,CAIRO STA HELENA,INDF,ESRI,NULL,NULL,785.65545783,73,7945842.69491408,15519.3100598874
9305,73585,73585003,TOLIMA,PURIFICACIÓN,CAIRO SOCORRO,INDF,ESRI,NULL,NULL,975.07944736,73,9860768.99934595,15754.8960104848
9306,73585,73585004,TOLIMA,PURIFICACIÓN,CAIRO LETICIA,INDF,ESRI,NULL,NULL,599.22500708,73,6059976.35579985,13803.8130227482
9307,73585,73585005,TOLIMA,PURIFICACIÓN,CERRITOS,INDF,ESRI,NULL,NULL,255.30126444,73,2581524.41419983,8294.41848538363
9308,73585,73585027,TOLIMA,PURIFICACIÓN,ACEITUNO,INDF,ESRI,NULL,NULL,1063.38563855,73,10751759.6358719,21083.0777216131
9309,76109,76109014,VALLE DEL CAUCA,BUENAVENTURA,LA MESETA,INDF,DEFENSORIA,NULL,NULL,2167.41188098,76,21841065.9416205,26757.5832241865
9310,76109,76109015,VALLE DEL CAUCA,BUENAVENTURA,ZACARIAS,INDF,DEFENSORIA,NULL,NULL,4838.75504372,76,48801947.0013911,53069.08382589
9311,76109,76109016,VALLE DEL CAUCA,BUENAVENTURA,PUERTO MERIZALDE,INDF,DEFENSORIA,NULL,NULL,33168.4230746,76,333851606.91947,166555.764070217
9312,76109,76109017,VALLE DEL CAUCA,BUENAVENTURA,SILVA,INDF,DEFENSORIA,NULL,NULL,27682.9213581,76,278881231.6324,151925.212290479
9313,76109,76109018,VALLE DEL CAUCA,BUENAVENTURA,EL PITAL,INDF,DEFENSORIA,NULL,NULL,3206.47969624,76,32299826.2660138,37303.7062342928
9314,76109,76109019,VALLE DEL CAUCA,BUENAVENTURA,EL TIGRE,INDF,DEFENSORIA,NULL,NULL,24691.0279113,76,248902484.664261,100074.818104893
9315,76109,76109020,VALLE DEL CAUCA,BUENAVENTURA,EL PITAL,INDF,DEFENSORIA,NULL,NULL,36185.2735281,76,364646201.776396,119500.431566872
9316,76109,76109021,VALLE DEL CAUCA,BUENAVENTURA,GAMBOA,INDF,DEFENSORIA,NULL,NULL,24169.0990179,76,243773885.106784,126991.518435381
