OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
1,76892,76892025,VALLE DEL CAUCA,YUMBO,YUMBILLO,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,961.15855258,76,9695814.710038,16128.9358062845
2,76892,76892001,VALLE DEL CAUCA,YUMBO,ALTO DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,284.01196738,76,2864848.29445837,8041.89095876543
3,76892,76892012,VALLE DEL CAUCA,YUMBO,MIRAVALLE DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,384.17024647,76,3875224.37084934,11502.5026742078
4,76892,76892011,VALLE DEL CAUCA,YUMBO,MEDIO DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,459.90371588,76,4639118.39128195,14219.5264135986
5,76892,76892018,VALLE DEL CAUCA,YUMBO,RINCON DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1817.3725393,76,18330809.1001604,21533.3615199764
6,76892,76892017,VALLE DEL CAUCA,YUMBO,PLATANARES,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,975.79758276,76,9844957.80150885,16156.5266394379
7,76892,76892023,VALLE DEL CAUCA,YUMBO,TELECOM,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,343.46260551,76,3465201.59146036,11633.6548732465
8,76892,76892004,VALLE DEL CAUCA,YUMBO,EL CHOCHO,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,304.67526722,76,3073781.13716783,8252.01172963432
9,76892,76892022,VALLE DEL CAUCA,YUMBO,SANTA INES,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1235.44694169,76,12463814.7667878,20146.1045695707
10,76892,76892016,VALLE DEL CAUCA,YUMBO,PILAS DE DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,149.87969338,76,1511790.44243683,5903.08573719177
11,76892,76892009,VALLE DEL CAUCA,YUMBO,LA OLGA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,323.78632582,76,3265685.402741,8900.22368895812
12,76892,76892006,VALLE DEL CAUCA,YUMBO,EL PEDREGAL,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,360.97470074,76,3640782.79379165,10824.8023222284
13,76892,76892024,VALLE DEL CAUCA,YUMBO,XIXAOLA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,157.1299702,76,1584813.97575753,6220.63703987331
14,76892,76892010,VALLE DEL CAUCA,YUMBO,MANGA VIEJA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1187.77601364,76,11984636.7238245,19772.1102133084
15,76892,76892007,VALLE DEL CAUCA,YUMBO,EL PLACER,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,463.24553432,76,4673820.65776942,14242.9534254354
16,76892,76892015,VALLE DEL CAUCA,YUMBO,PASO DE LA TORRE,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,180.43266457,76,1820506.16111558,6441.79718067641
17,76892,76892013,VALLE DEL CAUCA,YUMBO,MIRAVALLE NORTE,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,269.84771046,76,2723069.32813191,8650.82954725812
18,76892,76892021,VALLE DEL CAUCA,YUMBO,SAN MARCOS,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,3210.6199391,76,32397078.9341966,37314.3523488624
19,76892,76892020,VALLE DEL CAUCA,YUMBO,SAN JOSE,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,321.57499924,76,3244787.73462861,8992.42374964414
20,76892,76892014,VALLE DEL CAUCA,YUMBO,MONTAÑITAS,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,618.02429176,76,6235689.95983922,13321.7397350656
21,76892,76892019,VALLE DEL CAUCA,YUMBO,SALAZAR,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,494.9753539,76,4993294.02955986,10001.2736472307
22,76890,76890027,VALLE DEL CAUCA,YOTOCO,PUENTETIERRA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,945.94407466,76,9549918.89483538,19033.2699638517
23,76890,76890025,VALLE DEL CAUCA,YOTOCO,MUÑECOS,2010,POT YOTOCO,NULL,NULL,508.41220445,76,5132576.43071606,15086.82851172
24,76890,76890013,VALLE DEL CAUCA,YOTOCO,EL JARDIN,2010,POT YOTOCO,NULL,NULL,481.72932232,76,4864053.66179636,12374.3761110375
25,76890,76890006,VALLE DEL CAUCA,YOTOCO,EL BOSQUE,2010,POT YOTOCO,NULL,NULL,1309.85660367,76,13228711.7425428,25160.034557195
26,76890,76890030,VALLE DEL CAUCA,YOTOCO,SAN ANTONIO DE PIEDRAS,2010,POT YOTOCO,NULL,NULL,2339.36053833,76,23629066.1902157,42058.8202944885
27,76890,76890014,VALLE DEL CAUCA,YOTOCO,GURUNGURU,2010,POT YOTOCO,NULL,NULL,23.51686621,76,237560.52362128,2994.51631566509
28,76890,76890010,VALLE DEL CAUCA,YOTOCO,EL DORADO,2010,POT YOTOCO,NULL,NULL,1325.19449129,76,13377377.6234081,21973.8552280462
29,76890,76890004,VALLE DEL CAUCA,YOTOCO,CORDOBITAS,2010,POT YOTOCO,NULL,NULL,568.74435259,76,5741453.91000473,12823.1126905857
30,76890,76890028,VALLE DEL CAUCA,YOTOCO,PUNTABRAVA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,73.3094224,76,740228.947635515,5492.20204721427
31,76890,76890021,VALLE DEL CAUCA,YOTOCO,LOS CHORROS,2010,POT YOTOCO,NULL,NULL,242.46221751,76,2448138.28642479,8200.74188322507
32,76890,76890008,VALLE DEL CAUCA,YOTOCO,EL CHOCHO,2010,POT YOTOCO,NULL,NULL,355.03324369,76,3584833.0770789,9430.0561022072
33,76890,76890016,VALLE DEL CAUCA,YOTOCO,JIGUALES,2010,POT YOTOCO,NULL,NULL,850.31727424,76,8585307.2151216,15713.938289263
34,76890,76890022,VALLE DEL CAUCA,YOTOCO,LOS PLANES,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,465.33703151,76,4698731.28261517,9520.64392217201
35,76890,76890005,VALLE DEL CAUCA,YOTOCO,DOPO,2010,POT YOTOCO,NULL,NULL,554.10385427,76,5595230.57885049,14313.4861840198
36,76890,76890007,VALLE DEL CAUCA,YOTOCO,EL CANEY,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,524.64598041,76,5297619.4607087,10169.9672314994
37,76890,76890019,VALLE DEL CAUCA,YOTOCO,LAS DELICIAS,2010,POT YOTOCO,NULL,NULL,74.65165122,76,753840.04681865,4236.58660003997
38,76890,76890009,VALLE DEL CAUCA,YOTOCO,EL DELIRIO,2010,POT YOTOCO,NULL,NULL,275.77413959,76,2784879.46144649,11073.8150886898
39,76890,76890017,VALLE DEL CAUCA,YOTOCO,LA COLONIA,2010,POT YOTOCO,NULL,NULL,225.11843567,76,2273245.83935382,6620.37208738166
40,76890,76890031,VALLE DEL CAUCA,YOTOCO,SAN JUAN,2010,POT YOTOCO,"SE REDUCE EL 50% DE SUAREA INICIAL, CON CP",NULL,267.89557695,76,2705244.51223217,8743.97218176584
41,76890,76890018,VALLE DEL CAUCA,YOTOCO,LA NEGRA,2010,POT YOTOCO,NULL,NULL,3601.31961867,76,36369817.4549187,40895.2274464208
42,76892,76892008,VALLE DEL CAUCA,YUMBO,LA BUITRERA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,497.55061924,76,5019262.99116716,11732.1829771637
43,76892,76892005,VALLE DEL CAUCA,YUMBO,EL HIGUERON,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,604.71492315,76,6100690.55441005,12601.5603317254
44,76892,76892002,VALLE DEL CAUCA,YUMBO,ARROYOHONDO,2010,PBOT YUMBO - VALLE DEL CAUCA,"REDUCE EL 60% DE SU AREA POR CABECERA, CON CP",NULL,2705.44978467,76,27289970.0960772,32580.4333391798
45,76892,76892003,VALLE DEL CAUCA,YUMBO,BERMEJAL,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1945.7611899,76,19630801.4115022,27846.5292656376
46,76890,76890012,VALLE DEL CAUCA,YOTOCO,EL GUABAL,2010,POT YOTOCO,NULL,NULL,1770.42128285,76,17869146.7697748,19451.4899659796
47,76890,76890011,VALLE DEL CAUCA,YOTOCO,EL ESPINAL,2010,POT YOTOCO,NULL,NULL,1750.81959141,76,17673238.4512698,25615.2193617647
48,76890,76890001,VALLE DEL CAUCA,YOTOCO,BUENOSAIRES,2010,POT YOTOCO,NULL,NULL,360.90036923,76,3643371.36670123,10303.7516229917
49,11001,11001061,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",TAQUECITOS,2003,POT BOGOTA,NULL,NULL,4325.56455263,11,43776073.777929,32763.0815602291
50,18205,18205034,CAQUETÁ,CURILLO,SALAMINA,2008,CATASTRO IGAC,NULL,NULL,4856.91843727,18,48860948.5382185,43702.2372314694
51,76890,76890026,VALLE DEL CAUCA,YOTOCO,PIEDRAS,2010,POT YOTOCO,NULL,NULL,1631.65083255,76,16481273.1984145,22862.1308452667
52,76890,76890020,VALLE DEL CAUCA,YOTOCO,LETICIA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,490.19561144,76,4951905.08290298,14814.4645335277
53,76890,76890024,VALLE DEL CAUCA,YOTOCO,MIRAVALLE,2010,POT YOTOCO,NULL,NULL,520.90593742,76,5260615.55481382,16039.0079587938
54,76890,76890015,VALLE DEL CAUCA,YOTOCO,HATOVIEJO,2010,POT YOTOCO,NULL,NULL,4646.08231989,76,46901401.3620662,50258.0836511297
55,76890,76890023,VALLE DEL CAUCA,YOTOCO,MEDIACANOA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,4623.3763585,76,46681936.1187693,62464.5507874757
56,76869,76869010,VALLE DEL CAUCA,VIJES,VILLA MARIA,2011,POT,NULL,NULL,1613.29462957,76,16280591.0258427,22539.2844445985
57,76869,76869003,VALLE DEL CAUCA,VIJES,EL PORVENIR,2011,POT,NULL,NULL,1125.77353771,76,11363589.505616,15319.4383308923
58,76869,76869002,VALLE DEL CAUCA,VIJES,CARBONERO,2011,POT,NULL,NULL,1888.70816037,76,19061361.737224,20089.1055871254
59,76869,76869008,VALLE DEL CAUCA,VIJES,OCACHE,2011,POT,NULL,NULL,847.61587219,76,8553334.55940913,14553.3602415958
60,76869,76869009,VALLE DEL CAUCA,VIJES,SAN ISIDRO,2011,POT,NULL,NULL,1017.99138316,76,10273677.8618383,23594.2733534541
61,76606,76606018,VALLE DEL CAUCA,RESTREPO,MOZAMBIQUE,2011,POT,NULL,NULL,1355.47298343,76,13678812.2870654,16441.006152499
62,19137,19137083,CAUCA,CALDONO,VILLA RICA,2010,POT,NULL,NULL,321.34367289,19,3237656.87823618,8882.8498268296
63,19137,19137069,CAUCA,CALDONO,SAN ANTONIO LA,2010,POT,NULL,NULL,204.70864491,19,2062476.09033938,7621.31868705267
64,11001,11001058,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SANTO DOMINGO,2003,POT BOGOTA,NULL,NULL,1034.61798776,11,10466096.4069998,14926.7900477459
65,11001,11001008,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",CONCEPCION,2003,POT BOGOTA,NULL,NULL,1846.55594835,11,18675688.85573,22204.0186466064
66,76869,76869001,VALLE DEL CAUCA,VIJES,CACHIMBAL,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1181.60318754,76,11926182.5021164,19162.0848332158
67,76869,76869004,VALLE DEL CAUCA,VIJES,EL TAMBOR,2011,POT,VEREDA CON CENTRO POBLADO,NULL,889.9531716,76,8981710.48794651,15548.0400516458
68,76869,76869007,VALLE DEL CAUCA,VIJES,MOZAMBIQUE,2011,POT,NULL,NULL,1011.82001705,76,10210895.2267954,15675.8997238207
69,76869,76869006,VALLE DEL CAUCA,VIJES,LA RIVERA,2011,POT,NULL,NULL,794.80036635,76,8020882.11578169,13317.2609460119
70,76869,76869005,VALLE DEL CAUCA,VIJES,LA FRESNEDA,2011,POT,VEREDA CON CENTRO POBLADO,NULL,786.88110343,76,7941694.43773887,13068.1705101731
71,76890,76890029,VALLE DEL CAUCA,YOTOCO,RAYITO,2010,POT YOTOCO,NULL,NULL,535.73271236,76,5410646.46463009,14603.5267501012
72,76890,76890003,VALLE DEL CAUCA,YOTOCO,CAMPOALEGRE,2010,POT YOTOCO,NULL,NULL,669.24772885,76,6759407.53280407,13290.7306272066
73,11001,11001030,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAS SOPAS,2003,POT BOGOTA,NULL,NULL,10127.4299163,11,102468938.557985,47723.0518017116
74,11001,11001045,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PEÑALISA,2003,POT BOGOTA,NULL,NULL,201.59356215,11,2040239.83489872,7624.38465731648
75,11001,11001014,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",EL RAIZAL,2003,POT BOGOTA,NULL,NULL,490.33808866,11,4962533.63096143,11629.9476954913
76,11001,11001057,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SANTA ROSA BAJA,2003,POT BOGOTA,NULL,NULL,1401.76869471,11,14187327.2577037,20512.5251265874
77,11001,11001023,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAGUNA VERDE,2003,POT BOGOTA,NULL,NULL,523.44763589,11,5297595.26309328,10782.2877641059
78,11001,11001026,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LASURAS,2003,POT BOGOTA,NULL,NULL,423.01632273,11,4281018.07984261,12088.536766669
79,11001,11001038,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",NAZARETH,2003,POT BOGOTA,NULL,NULL,243.99079831,11,2469210.43172785,8095.48910531453
80,11001,11001029,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAS PALMAS,2003,POT BOGOTA,NULL,NULL,500.11819865,11,5060958.17691007,12180.0234658416
81,76606,76606009,VALLE DEL CAUCA,RESTREPO,EL AGRADO,2011,POT,NULL,NULL,389.1198671,76,3927427.31027044,11146.0097337004
82,76606,76606011,VALLE DEL CAUCA,RESTREPO,EL CHONTADURO,2011,POT,SE REDUCE UN 50% DE SU AREA INICIAL,NULL,167.14271568,76,1686900.56925486,6937.37818456696
83,76606,76606017,VALLE DEL CAUCA,RESTREPO,LLAMA,2011,POT,NULL,NULL,315.94938575,76,3188874.95572765,8391.42871539443
84,76606,76606015,VALLE DEL CAUCA,RESTREPO,LA PALMA,2011,POT,NULL,NULL,454.24389278,76,4584463.4142973,10689.7731476095
85,76606,76606006,VALLE DEL CAUCA,RESTREPO,BUEN VIVIR,2011,POT,NULL,NULL,298.69162813,76,3014580.40848312,8061.34259374521
86,11001,11001025,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LASANIMAS,2003,POT BOGOTA,NULL,NULL,1392.863283,11,14095179.7323708,17019.0914719756
87,11001,11001000,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",AREA EN CONFLICTO,2003,POT BOGOTA,NULL,NULL,1216.0259646,11,12304792.9562742,14948.6674922567
88,11001,11001035,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LOS RIOS,2003,POT BOGOTA,NULL,NULL,8439.25779468,11,85389584.6718556,57809.2479499378
89,11001,11001024,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAGUNITAS,2003,POT BOGOTA,NULL,NULL,4439.80241942,11,44908445.9388085,33638.5883949626
90,11001,11001051,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SAN JOSE,2003,POT BOGOTA,NULL,NULL,10398.0900353,11,105136872.61254,66199.7982143813
91,11001,11001049,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SAN ANTONIO,2003,POT BOGOTA,NULL,NULL,3464.35876777,11,35052890.8104623,34529.5505550968
92,76001,76001007,VALLE DEL CAUCA,CALI,CAUQUITA,2011,POT,MULTIPARTES DESPUES DE EDITAR,NULL,72.05300756,76,726624.169866785,7488.24961559764
93,76606,76606026,VALLE DEL CAUCA,RESTREPO,TRES PUERTAS,2011,POT,NULL,NULL,717.11318661,76,7237465.99751303,17292.316309042
94,11001,11001066,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",TUNAL ALTO,2003,POT BOGOTA,NULL,NULL,3728.54891248,11,37710541.4919702,39146.7302322169
95,11001,11001067,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",TUNAL BAJO,2003,POT BOGOTA,NULL,NULL,664.7944647,11,6724429.54750307,13011.5431847982
96,11001,11001022,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LA UNION,2003,POT BOGOTA,NULL,NULL,423.11110254,11,4280022.83973273,14444.8826851458
97,11001,11001004,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",CAPITOLIO,2003,POT BOGOTA,NULL,NULL,1503.01085943,11,15205355.5421327,17312.282405046
98,76606,76606014,VALLE DEL CAUCA,RESTREPO,LA ITALIA,2011,POT,AUMENTA UN 90% DE SU AREA INICIAL,NULL,970.84244704,76,9799475.67265797,19086.7109476781
99,76606,76606007,VALLE DEL CAUCA,RESTREPO,CALIMITA,2011,POT,NULL,NULL,1029.84634062,76,10394325.7112129,16418.8049708662
100,11001,11001039,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",NUEVA GRANADA,2003,POT BOGOTA,NULL,NULL,2559.91824245,11,25888189.4522611,26138.8670081398
101,11001,11001006,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",CHORRERAS,2003,POT BOGOTA,NULL,NULL,2105.95360205,11,21302931.5964819,31088.9226547248
102,11001,11001052,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SAN JUAN,2003,POT BOGOTA,VEREDA CON CENTRO POBLADO,NULL,709.53607747,11,7177962.65444905,13410.9725321287
103,11001,11001015,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",EL TOLDO,2003,POT BOGOTA,NULL,NULL,4495.80206825,11,45485456.8197189,39274.1174556322
104,11001,11001031,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAS VEGAS,2003,POT BOGOTA,NULL,NULL,4817.17267207,11,48731656.6873666,33642.2694626724
105,11001,11001003,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BETANIA,2003,POT BOGOTA,NULL,NULL,1054.89918579,11,10676882.5923514,17024.6142226603
106,76233,76233007,VALLE DEL CAUCA,DAGUA,EL LIMONAR,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,3809.3473245,76,38418433.5627444,36213.9023705918
107,76233,76233022,VALLE DEL CAUCA,DAGUA,SANTA MARÍA,2011,POT DAGUA,NULL,NULL,3214.55539173,76,32422019.801507,34641.0903336504
108,76233,76233006,VALLE DEL CAUCA,DAGUA,EL DANUBIO,2011,POT DAGUA,NULL,NULL,5174.3553958,76,52178188.1698278,47618.7940745307
109,76233,76233021,VALLE DEL CAUCA,DAGUA,SAN VICENTE,2011,POT DAGUA,NULL,NULL,480.05925817,76,4842444.30367155,10970.2496604526
110,76606,76606010,VALLE DEL CAUCA,RESTREPO,EL AGUACATE,2011,POT,NULL,NULL,489.77593506,76,4942881.80278726,9457.65588674449
111,76606,76606021,VALLE DEL CAUCA,RESTREPO,RÍO GRANDE,2011,POT,NULL,NULL,930.58587237,76,9390449.34654129,19979.0833999049
112,76606,76606022,VALLE DEL CAUCA,RESTREPO,ROMÁN,2011,POT,NULL,NULL,1740.33437902,76,17562965.4169615,22656.2036477441
113,76606,76606020,VALLE DEL CAUCA,RESTREPO,POTRERILLO,2011,POT,NULL,NULL,396.95127029,76,4006078.98180682,9676.95463600233
114,76606,76606004,VALLE DEL CAUCA,RESTREPO,ALTO ZABALETA,2011,POT,NULL,NULL,1481.325663,76,14951337.3023596,20234.92455768
115,76606,76606024,VALLE DEL CAUCA,RESTREPO,SAN SALVADOR,2011,POT,VEREDA CON CENTRO POBLADO,NULL,2479.69037972,76,25022605.1295257,28404.4471329212
116,76606,76606005,VALLE DEL CAUCA,RESTREPO,BAJO ZABALETA,2011,POT,NULL,NULL,1307.43087011,76,13195583.8432806,14971.4266123283
117,76606,76606012,VALLE DEL CAUCA,RESTREPO,EL SILENCIO,2011,POT,SE REDUCE UN 90% DE SU AREA INICIAL,NULL,133.54465945,76,1347702.63784442,9032.50812973886
118,76606,76606013,VALLE DEL CAUCA,RESTREPO,GUAIRA,2011,POT,NULL,NULL,613.1705253,76,6188224.0480566,10571.6651576799
119,76606,76606019,VALLE DEL CAUCA,RESTREPO,PLAYARICA,2011,POT,NULL,NULL,182.75245334,76,1844427.30807904,6422.37206595906
120,76606,76606016,VALLE DEL CAUCA,RESTREPO,LA SOLEDAD,2011,POT, SE REDUCE UN 50% DE SU AREA INICIAL,NULL,64.27824113,76,648794.488536285,3204.96434051211
121,76606,76606023,VALLE DEL CAUCA,RESTREPO,SAN PABLO,2011,POT,NULL,NULL,957.16786679,76,9660488.45176052,13865.9834421162
122,76606,76606001,VALLE DEL CAUCA,RESTREPO,AGUALINDA,2011,POT,MULTIPARTES DESPUES DE EDITAR,NULL,828.41470085,76,8362004.74264742,15784.8758015304
123,76377,76377012,VALLE DEL CAUCA,LA CUMBRE,LAURELES,2011,EOT,REDUCE EL 50% DE SU AREA INICIAL,NULL,6076.04252778,76,61304641.610918,41824.0002327841
124,76377,76377005,VALLE DEL CAUCA,LA CUMBRE,CHICORAL,2011,EOT,NULL,NULL,480.93068807,76,4850915.91290427,13995.8117585166
125,76377,76377017,VALLE DEL CAUCA,LA CUMBRE,ZARAGOZA,2011,EOT,NULL,NULL,752.91648373,76,7594546.1565068,16246.7381339878
126,76377,76377007,VALLE DEL CAUCA,LA CUMBRE,EL DIAMANTE,2011,EOT,NULL,NULL,561.64377082,76,5665396.20065498,13109.4209086047
127,76377,76377004,VALLE DEL CAUCA,LA CUMBRE,BUTACO,2011,EOT,VEREDA CON CENTRO POBLADO,NULL,690.23736143,76,6962665.56770348,20190.2399075014
128,76377,76377008,VALLE DEL CAUCA,LA CUMBRE,EL RETIRO,2011,EOT,NULL,NULL,260.22162855,76,2625005.27653601,9955.77089625591
129,76377,76377011,VALLE DEL CAUCA,LA CUMBRE,LA VENTURA,2011,EOT,NULL,NULL,1128.1945668,76,11381605.6991741,23970.2505986791
130,76377,76377014,VALLE DEL CAUCA,LA CUMBRE,PUENTE PALO,2011,EOT,NULL,NULL,1135.81872624,76,11457954.743167,18841.9611180351
131,76377,76377015,VALLE DEL CAUCA,LA CUMBRE,SANTA FE,2011,EOT,NULL,NULL,182.93043622,76,1845411.60059233,6995.51920423957
132,76377,76377002,VALLE DEL CAUCA,LA CUMBRE,ALTO LAS ALMENDRAS,2011,EOT,VEREDA CON CENTRO POBLADO,NULL,1094.45537972,76,11040264.1693109,18541.5424842921
133,76377,76377010,VALLE DEL CAUCA,LA CUMBRE,LA GLORIA,2011,EOT,NULL,NULL,988.98639022,76,9976960.46651091,14657.493170925
134,76377,76377009,VALLE DEL CAUCA,LA CUMBRE,JIBUALES,2011,EOT,NULL,NULL,869.98265104,76,8776658.12787005,17131.4700026204
135,76606,76606002,VALLE DEL CAUCA,RESTREPO,AGUAMONA,2011,POT,NULL,NULL,1423.54578267,76,14369623.7262028,20210.6415419918
136,76606,76606003,VALLE DEL CAUCA,RESTREPO,ALTO DEL OSO,2011,POT,NULL,NULL,327.62935328,76,3307076.21745244,8617.43252447389
137,76606,76606008,VALLE DEL CAUCA,RESTREPO,DIAMANTE,2011,POT,NULL,NULL,502.91837224,76,5076310.54767333,10424.4412206934
138,76606,76606025,VALLE DEL CAUCA,RESTREPO,SANTA ROSA,2011,POT,NULL,NULL,347.71360924,76,3509589.97258014,12113.7028765429
139,76248,76248009,VALLE DEL CAUCA,EL CERRITO,SANTA LUISA,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,3725.75283003,76,37616942.4844933,41910.954635837
140,76248,76248010,VALLE DEL CAUCA,EL CERRITO,TENERIFE,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,5740.82087504,76,57969829.0236501,48262.2277977715
141,76248,76248007,VALLE DEL CAUCA,EL CERRITO,SAN ANTONIO,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,10093.8199708,76,101872680.688502,65263.315004839
142,76233,76233020,VALLE DEL CAUCA,DAGUA,SAN JOSÉ DEL SALADO,2011,POT DAGUA,NULL,NULL,1679.26233934,76,16934186.1976128,22695.6688976056
143,76318,76318007,VALLE DEL CAUCA,GUACARÍ,EL TRIUNFO,2010,POT,NULL,NULL,1051.79749901,76,10616620.9884484,16658.1605875984
144,76318,76318002,VALLE DEL CAUCA,GUACARÍ,CANANGUA,2010,POT,VEREDA CON CENTRO POBLADO,NULL,1362.39493171,76,13753059.8572616,21047.7272941007
145,76233,76233025,VALLE DEL CAUCA,DAGUA,ZELANDIA,2011,POT DAGUA,NULL,NULL,3871.35930537,76,39065509.5388073,31822.2549269267
146,76233,76233008,VALLE DEL CAUCA,DAGUA,EL NARANJO,2011,POT DAGUA,NULL,NULL,1154.46711058,76,11648097.1749838,17262.8995297301
147,76233,76233003,VALLE DEL CAUCA,DAGUA,CISNEROS,2011,POT DAGUA,NULL,NULL,898.89800365,76,9069143.94867386,14163.9376127945
148,76233,76233014,VALLE DEL CAUCA,DAGUA,LA CASCADA,2011,POT DAGUA,NULL,NULL,2820.84229901,76,28441580.1947321,29605.7371084619
149,76233,76233015,VALLE DEL CAUCA,DAGUA,LA ELSA,2011,POT DAGUA,NULL,NULL,12056.4108033,76,121571348.182161,75424.5908028928
150,76318,76318005,VALLE DEL CAUCA,GUACARÍ,EL PLACER,2010,POT,VEREDA CON CENTRO POBLADO,NULL,564.91990794,76,5703218.95742301,15965.4082340068
151,76318,76318014,VALLE DEL CAUCA,GUACARÍ,PICHICHI,2010,POT,NULL,NULL,716.26556027,76,7231374.74578532,14539.9248559259
152,76318,76318016,VALLE DEL CAUCA,GUACARÍ,PUENTE ROJO,2010,POT,VEREDA CON CENTRO POBLADO,NULL,526.2357857,76,5313018.32824905,9962.53250955053
153,76318,76318004,VALLE DEL CAUCA,GUACARÍ,EL BOSQUE,2010,POT,VEREDA CON CENTRO POBLADO,NULL,418.413631,76,4224883.26578827,11100.5760668608
154,76318,76318015,VALLE DEL CAUCA,GUACARÍ,POMARES,2010,POT,NULL,NULL,631.50037953,76,6376732.06734779,12380.649759217
155,76318,76318001,VALLE DEL CAUCA,GUACARÍ,ALTO DE TAPIAS,2010,POT,VEREDA CON CENTRO POBLADO,NULL,803.50793784,76,8113329.6298519,14966.8762068852
156,76318,76318011,VALLE DEL CAUCA,GUACARÍ,LA JULIA,2010,POT,NULL,NULL,1015.52788836,76,10253391.3251259,17185.3598444967
157,76318,76318003,VALLE DEL CAUCA,GUACARÍ,CHAFALOTE,2010,POT,NULL,NULL,200.8607599,76,2028033.89274439,7088.2320960216
158,76318,76318013,VALLE DEL CAUCA,GUACARÍ,LOS COCOS,2010,POT,NULL,NULL,498.20574208,76,5030497.27024082,15297.9292187124
159,76306,76306003,VALLE DEL CAUCA,GINEBRA,JUNTAS,2010,http://www.ginebra-valle.gov.co,NULL,NULL,8566.30771134,76,86500686.6258078,40328.8615002773
