area;rooms;title;property_id;stratum;offer;garages;baths;price;property_type;location;location_main;new;longitude;latitude;localidadgenerada
56;3;Apartamento en Arriendo;dbefb2a6-8a40-4dd9-836f-7bc21dad10d3;Estrato 3;Arriendo;0;2;1200000;Apartamento;POINT (-74.11128234863281 4.756103038787842);Fontanar del río;FALSO;-74,11128235;4,756103039;Localidad Suba
123;3;Apartamento en Arriendo;2d6a7838-775e-4c64-8d02-35cf212f5c4e;Estrato 6;Arriendo;2;3;7500000;Apartamento;POINT (-74.0422677 4.6778957);Chicó Reservado;FALSO;-74,0422677;4,6778957;Localidad Chapinero
87;3;Apartamento en Arriendo;e2ea2ee7-d29c-4e3c-ba7a-c7f477aedd6d;Estrato 4;Arriendo;1;3;3500000;Apartamento;POINT (-74.077 4.621);Teusaquillo;FALSO;-74,077;4,621;Localidad Los Mártires
40;2;Apartamento en Arriendo;2e33ad6a-d530-4adc-97fe-6040e0a9ab98;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.15816149999999 4.5949823);Madelena;FALSO;-74,1581615;4,5949823;Localidad Ciudad Bolivar
40;2;Apartamento en Arriendo;6274d94a-ed87-4ce8-8e68-6efa4c0b21d7;Estrato 3;Arriendo;0;1;750000;Apartamento;POINT (-74.13842010498047 4.614899635314941);Carvajal;FALSO;-74,1384201;4,614899635;Localidad Kennedy
157;2;Apartamento en Arriendo;fafd1c44-2653-418f-a257-7cb7bea4c678;Estrato 6;Arriendo;2;3;5361000;Apartamento;POINT (-74.0496915 4.6743061);NoIdentificado;FALSO;-74,0496915;4,6743061;Localidad Chapinero
143;3;Apartamento en Arriendo;caf6eb1a-105e-4119-ab2d-463363ba9816;Estrato 6;Arriendo;3;3;15000000;Apartamento;POINT (-74.04362487792969 4.669488430023193);El refugio;FALSO;-74,04362488;4,66948843;Localidad Chapinero
97;3;Apartamento en Arriendo;0bfaa38a-6aab-4eed-9ed6-2a13c479c991;Estrato 6;Arriendo;2;2;3350000;Apartamento;POINT (-74.0352169 4.697345299999999);Santa Barbara;FALSO;-74,0352169;4,6973453;Localidad Usaquén
80;3;Apartamento en Arriendo;2eea068e-ceb4-4138-a25f-0e89927c21ec;Estrato 4;Arriendo;0;2;3600000;Apartamento;POINT (-74.0551912 4.7427377);Alejandria;FALSO;-74,0551912;4,7427377;Localidad Suba
130;3;Apartamento en Arriendo;c5103c79-3f60-4124-b038-52d7abd07df2;Estrato 4;Arriendo;1;2;3200000;Apartamento;POINT (-74.0471646 4.6812359);Chico norte;FALSO;-74,0471646;4,6812359;Localidad Chapinero
190;3;Apartamento en Arriendo;e376a720-9c3a-4ee8-847c-b5114381352d;Estrato 6;Arriendo;2;4;11300000;Apartamento;POINT (-74.05 4.667);La cabrera;FALSO;-74,05;4,667;Localidad Chapinero
170;3;Apartamento en Arriendo;f13fa26e-36c5-4afc-9212-69b3dc0fbc43;Estrato 6;Arriendo;2;4;6663000;Apartamento;POINT (-74.051 4.65);Los rosales;FALSO;-74,051;4,65;Localidad Chapinero
50;1;Apartamento en Arriendo;b89a1a84-4519-4eb4-9fc8-5856b5eef8e9;Estrato 5;Arriendo;1;2;2100000;Apartamento;POINT (-74.0490606 4.7199363);NoIdentificado;FALSO;-74,0490606;4,7199363;Localidad Usaquén
55;3;Apartamento en Arriendo;fe2107dc-5498-490d-b966-0cc1e1582ee1;Estrato 2;Arriendo;0;2;900000;Apartamento;POINT (-74.17384679999999 4.618674599999999);NoIdentificado;FALSO;-74,1738468;4,6186746;Localidad Kennedy
40;2;Apartamento en Arriendo;5dbe098d-a871-4c02-9d90-7fcad616dc40;Estrato 3;Arriendo;0;1;900000;Apartamento;POINT (-74.11317620000001 4.6100153);NoIdentificado;FALSO;-74,1131762;4,6100153;Localidad Puente Aranda
110;2;Apartamento en Arriendo;e57183e3-ce3a-4767-b7f5-ec8d8223aa3d;Estrato 6;Arriendo;1;2;9000000;Apartamento;POINT (-74.05147 4.669398);NoIdentificado;FALSO;-74,05147;4,669398;Localidad Chapinero
85;2;Apartamento en Arriendo;6ba5a0e6-1d12-4693-bef6-cb51f9302ed0;Estrato 5;Arriendo;1;2;4200000;Apartamento;POINT (-74.1021792 4.6464455);Ciudad salitre;FALSO;-74,1021792;4,6464455;Localidad Teusaquillo
30;1;Apartamento en Arriendo;e29da3b5-2bbe-4629-8e5d-de166e5cc291;Estrato 3;Arriendo;0;1;1515000;Apartamento;POINT (-74.0615901 4.6345839);NoIdentificado;FALSO;-74,0615901;4,6345839;Localidad Chapinero
220;5;Apartamento en Arriendo;11dc1674-0966-4a59-a865-ad842dc7b314;Estrato 6;Arriendo;5;6;24200000;Apartamento;POINT (-74.0276712 4.7153779);Bosques del Marques;FALSO;-74,0276712;4,7153779;Localidad Usaquén
46;3;Apartamento en Arriendo;c5425bff-4b6a-4eb3-af16-d5f9a16dd7b1;Estrato 3;Arriendo;0;1;840000;Apartamento;POINT (-74.1574159 4.6821033);NoIdentificado;FALSO;-74,1574159;4,6821033;Localidad Fontibón
343,54;4;Apartamento en Arriendo;2bc67686-0369-4ad4-b54b-0c559fd0bc09;Estrato 6;Arriendo;2;5;9000000;Apartamento;POINT (-74.0483763 4.7155523);NoIdentificado;FALSO;-74,0483763;4,7155523;Localidad Usaquén
195;3;Apartamento en Arriendo;d9254612-fe5a-4772-bfa7-d4ec2123ee6c;Estrato 6;Arriendo;2;4;6500000;Apartamento;POINT (-74.049876 4.666121599999999);El nogal;FALSO;-74,049876;4,6661216;Localidad Chapinero
50;3;Apartamento en Arriendo;2a331183-d9f7-4832-b9c6-2a67ddfe79a4;Estrato 3;Arriendo;0;1;1200000;Apartamento;POINT (-74.09662709999999 4.7583869);Las mercedes suba;FALSO;-74,0966271;4,7583869;Localidad Suba
67;2;Apartamento en Arriendo;5c96a089-035b-4b41-84e2-e3e21de3dfac;Estrato 3;Arriendo;0;2;2300000;Apartamento;POINT (-74.0302923 4.6971621);NoIdentificado;FALSO;-74,0302923;4,6971621;Localidad Usaquén
42;2;Apartamento en Arriendo;0cff0741-968e-49f1-8ca0-ee6180855fd3;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.1601696 4.597879499999999);NoIdentificado;FALSO;-74,1601696;4,5978795;Localidad Bosa
55;3;Apartamento en Arriendo;823cb1fe-629d-4f2d-b64b-88e2a15aeb35;Estrato 3;Arriendo;0;2;544800;Apartamento;POINT (-74.06449959999999 4.6437214);NoIdentificado;FALSO;-74,0644996;4,6437214;Localidad Chapinero
108;2;Apartamento en Arriendo;ac0b8da0-8b05-4b7e-b8de-b7f64892d672;Estrato 3;Arriendo;0;3;1350000;Apartamento;POINT (-74.1258541 4.712815099999999);NoIdentificado;FALSO;-74,1258541;4,7128151;Localidad Engativá
36;2;Apartamento en Arriendo;95b385e7-70c3-4958-b3e7-23718cd3e489;Estrato 4;Arriendo;0;1;1700000;Apartamento;POINT (-74.0785344 4.7137958);Suba;FALSO;-74,0785344;4,7137958;Localidad Suba
230;3;Apartamento en Arriendo;663c2f87-20f0-4de5-9d44-f50328d90dcb;Estrato 6;Arriendo;4;5;15000000;Apartamento;POINT (-74.0503228 4.6634084);Zona chapinero;FALSO;-74,0503228;4,6634084;Localidad Chapinero
37;3;Apartamento en Arriendo;38f85543-4c69-4585-997a-ac9616171737;Estrato 2;Arriendo;0;1;850000;Apartamento;POINT (-74.16302499999999 4.653104600000001);NoIdentificado;FALSO;-74,163025;4,6531046;Localidad Kennedy
100;3;Apartamento en Arriendo;64f1dff5-6ed3-47ff-bf70-261575ac3462;Estrato 4;Arriendo;1;3;2200000;Apartamento;POINT (-74.0905144 4.633607599999999);NoIdentificado;FALSO;-74,0905144;4,6336076;Localidad Teusaquillo
57;3;Apartamento en Arriendo;cb23c9b2-9a7b-484e-8498-e83a3b48acb5;Estrato 2;Arriendo;0;2;1100000;Apartamento;POINT (-74.166282871395 4.681533857928);Fontibon;FALSO;-74,16628287;4,681533858;Localidad Fontibón
80;2;Apartamento en Arriendo;3bf19e29-4aac-42c2-9613-2b6ea40a2a73;Estrato 4;Arriendo;1;2;2700000;Apartamento;POINT (-74.07862089999999 4.6313672);NoIdentificado;FALSO;-74,0786209;4,6313672;Localidad Teusaquillo
112,32;4;Apartamento en Arriendo;2dd589ed-62aa-4a1e-b8f8-b75e596d2c73;Estrato 6;Arriendo;2;4;3570000;Apartamento;POINT (-74.0371534 4.696737400000001);NoIdentificado;FALSO;-74,0371534;4,6967374;Localidad Usaquén
85;3;Apartamento en Arriendo;e6701b0b-dd7f-435d-97a9-233c81760c61;Estrato 4;Arriendo;1;3;2800000;Apartamento;POINT (-74.08614039999999 4.6451632);NoIdentificado;FALSO;-74,0861404;4,6451632;Localidad Teusaquillo
35,5;2;Apartamento en Arriendo;0041b138-4862-4648-8b12-9c64a9dbef4d;Estrato 4;Arriendo;0;1;1700000;Apartamento;POINT (-74.0659331 4.637210899999999);Marly;FALSO;-74,0659331;4,6372109;Localidad Chapinero
44;2;Apartamento en Arriendo;a73db2c1-b020-47cb-81cb-8b48228bb5d3;Estrato 3;Arriendo;0;2;1600000;Apartamento;POINT (-74.069 4.605);NoIdentificado;FALSO;-74,069;4,605;Localidad Santa Fé
64;3;Apartamento en Arriendo;3d5af78f-efe5-4776-b777-ece9c8f883a1;Estrato 3;Arriendo;0;2;1450000;Apartamento;POINT (-74.1086134 4.6760331);NoIdentificado;FALSO;-74,1086134;4,6760331;Localidad Engativá
132;4;Apartamento en Arriendo;6ad216f7-2983-443a-9712-f025c14cd333;Estrato 4;Arriendo;2;3;3500000;Apartamento;POINT (-74.072 4.699);NoIdentificado;FALSO;-74,072;4,699;Localidad Suba
72;2;Apartamento en Arriendo;219dc5a5-dcce-475b-9730-2b26a21a9ef7;Estrato 5;Arriendo;2;2;4500000;Apartamento;POINT (-74.0500346 4.7242133);NoIdentificado;FALSO;-74,0500346;4,7242133;Localidad Usaquén
124;2;Apartamento en Arriendo;fdb333c3-ea9f-403e-babb-b5e7c13ac330;Estrato 6;Arriendo;2;2;4348000;Apartamento;POINT (-74.0513596 4.6823814);Zona chapinero;FALSO;-74,0513596;4,6823814;Localidad Chapinero
108;2;Apartamento en Arriendo;d6c4f7f9-9a5b-49f0-854e-9d27f771e746;Estrato 6;Arriendo;2;3;5715000;Apartamento;POINT (-74.043 4.677);NoIdentificado;FALSO;-74,043;4,677;Localidad Chapinero
65;3;Apartamento en Arriendo;b5dea8db-641d-41c7-8064-382053c6963a;Estrato 4;Arriendo;1;2;1700000;Apartamento;POINT (-74.1302437 4.6609149);NoIdentificado;FALSO;-74,1302437;4,6609149;Localidad Fontibón
42;2;Apartamento en Arriendo;7a2b04d1-a0fe-446c-8f79-0289e4b0d3e6;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.15398189999999 4.6875163);NoIdentificado;FALSO;-74,1539819;4,6875163;Localidad Fontibón
39;2;Apartamento en Arriendo;871f4794-9b0f-41ce-848a-5d0784c36d63;Estrato 4;Arriendo;0;2;1400000;Apartamento;POINT (-74.1339744 4.6605845);NoIdentificado;FALSO;-74,1339744;4,6605845;Localidad Fontibón
70;3;Apartamento en Arriendo;6348ae4c-b312-4892-8012-1e1e862d2dd1;Estrato 3;Arriendo;0;2;1500000;Apartamento;POINT (-74.1221379 4.6095831);NoIdentificado;FALSO;-74,1221379;4,6095831;Localidad Puente Aranda
83;3;Apartamento en Arriendo;988cebfa-7fe5-47fd-bb2b-5f583a579865;Estrato 4;Arriendo;1;2;3100000;Apartamento;POINT (-74.1256935 4.6765543);Modelia;FALSO;-74,1256935;4,6765543;Localidad Fontibón
191;3;Apartamento en Arriendo;72597b09-2306-4533-8579-81733b82b230;Estrato 6;Arriendo;4;4;12980000;Apartamento;POINT (-74.048044681549 4.6650778954032);El retiro;FALSO;-74,04804468;4,665077895;Localidad Chapinero
60;1;Apartamento en Arriendo;48eb533a-cb68-4263-9262-363f29eac979;Estrato 6;Arriendo;1;2;3900000;Apartamento;POINT (-74.0452811 4.6713716);Zona chapinero;FALSO;-74,0452811;4,6713716;Localidad Chapinero
64;4;Apartamento en Arriendo;8f61bb64-ec06-4bd3-9f49-2234305f3f9d;Estrato 3;Arriendo;0;3;1621500;Apartamento;POINT (-74.072092 4.710988599999999);NoIdentificado;FALSO;-74,072092;4,7109886;Localidad Suba
45;1;Apartamento en Arriendo;f8c39da1-47a8-4390-9ad9-7771dd2ec5ec;Estrato 4;Arriendo;1;1;2400000;Apartamento;POINT (-74.037 4.716);NoIdentificado;FALSO;-74,037;4,716;Localidad Usaquén
49;3;Apartamento en Arriendo;df09f477-5b40-4d23-b3d7-4cff540eb08a;Estrato 3;Arriendo;0;2;1070000;Apartamento;POINT (-74.1687227 4.6493954);NoIdentificado;FALSO;-74,1687227;4,6493954;Localidad Kennedy
46;2;Apartamento en Arriendo;0cfbc647-cfee-4dac-a8df-3b153f8cb21d;Estrato 4;Arriendo;0;2;1233800;Apartamento;POINT (-74.1248435 4.6572549);NoIdentificado;FALSO;-74,1248435;4,6572549;Localidad Fontibón
104;2;Apartamento en Arriendo;9de0b309-249e-43da-a8a0-ff96f4cd72a5;Estrato 5;Arriendo;0;2;7000000;Apartamento;POINT (-74.04466409999999 4.6847433);NoIdentificado;FALSO;-74,0446641;4,6847433;Localidad Usaquén
75;3;Apartamento en Arriendo;85676d17-6b39-4983-be2d-4a914218e04f;Estrato 3;Arriendo;1;2;1850000;Apartamento;POINT (-74.0534216 4.7522462);Britalia;FALSO;-74,0534216;4,7522462;Localidad Suba
53;2;Apartamento en Arriendo;7a7f8859-3763-4ef1-9218-7ca0cb4676c4;Estrato 3;Arriendo;0;1;1350000;Apartamento;POINT (-74.0953423 4.6780551);Engativa;FALSO;-74,0953423;4,6780551;Localidad Engativá
80;2;Apartamento en Arriendo;a78f54fc-6495-48ac-a79c-9bf6e035c3f1;Estrato 6;Arriendo;1;2;3800000;Apartamento;POINT (-74.047984 4.6630278);Los rosales;FALSO;-74,047984;4,6630278;Localidad Chapinero
73;3;Apartamento en Arriendo;919b27aa-352c-4d67-8c22-a1be7d138fb3;Estrato 3;Arriendo;1;1;1377000;Apartamento;POINT (-74.0873163 4.7484711);NoIdentificado;FALSO;-74,0873163;4,7484711;Localidad Suba
84;3;Apartamento en Arriendo;4729e99f-71b9-4074-8968-abf97ebcf32b;Estrato 5;Arriendo;1;2;2900000;Apartamento;POINT (-74.0673745 4.7269252);NoIdentificado;FALSO;-74,0673745;4,7269252;Localidad Suba
59;3;Apartamento en Arriendo;2d321458-75ff-473a-a2d4-10aa18d55d29;Estrato 2;Arriendo;0;1;670000;Apartamento;POINT (-74.08956520000001 4.5889492);La hortua;FALSO;-74,0895652;4,5889492;Localidad Antonio Nariño
117;2;Apartamento en Arriendo;0d0a0505-11ac-486e-968b-665abe0e2342;Estrato 6;Arriendo;1;2;3500000;Apartamento;POINT (-74.05384063720703 4.70421028137207);Chicó Navarra;FALSO;-74,05384064;4,704210281;Localidad Usaquén
120;3;Apartamento en Arriendo;fecead51-9a88-4f0c-81e3-f69af39fe4b4;Estrato 5;Arriendo;2;3;4100000;Apartamento;POINT (-74.053 4.702);Santa Barbara;FALSO;-74,053;4,702;Localidad Usaquén
250;3;Apartamento en Arriendo;f3451932-74d5-4fdc-bfe1-4bb880fdb0a4;Estrato 6;Arriendo;2;4;10500000;Apartamento;POINT (-74.053044 4.661032);NoIdentificado;FALSO;-74,053044;4,661032;Localidad Chapinero
42;2;Apartamento en Arriendo;eecdce6e-be96-4fc0-8942-0962138e4fbe;Estrato 3;Arriendo;1;1;954900;Apartamento;POINT (-74.1551401670515 4.68523065972559);NoIdentificado;FALSO;-74,15514017;4,68523066;Localidad Fontibón
83;2;Apartamento en Arriendo;44671a7b-ce1e-406b-9557-01fa5030640f;Estrato 6;Arriendo;2;2;7000000;Apartamento;POINT (-74.0531185 4.677771);NoIdentificado;FALSO;-74,0531185;4,677771;Localidad Chapinero
220;3;Apartamento en Arriendo;1b0a09e7-f77c-4c0d-b905-03622b468b95;Estrato 6;Arriendo;6;3;10000000;Apartamento;POINT (-74.0430762 4.6936356);NoIdentificado;FALSO;-74,0430762;4,6936356;Localidad Usaquén
42;2;Apartamento en Arriendo;3813aad8-c3ac-499d-8c59-bea7fac2ccf9;Estrato 3;Arriendo;0;1;1100000;Apartamento;POINT (-74.074 4.608);NoIdentificado;FALSO;-74,074;4,608;Localidad Santa Fé
215;3;Apartamento en Arriendo;38668c71-6afb-41ad-bca7-1cca449819a1;Estrato 6;Arriendo;3;4;12000000;Apartamento;POINT (-74.04642486572266 4.669943332672119);La cabrera;FALSO;-74,04642487;4,669943333;Localidad Chapinero
75;2;Apartamento en Arriendo;d950cefa-e88d-4a46-b579-0f18a50a12df;Estrato 4;Arriendo;0;1;1800000;Apartamento;POINT (-74.072765 4.6362237);NoIdentificado;FALSO;-74,072765;4,6362237;Localidad Teusaquillo
50;2;Apartamento en Arriendo;be9cda3c-5c4c-4ceb-a0dd-c1e7821f53e2;Estrato 2;Arriendo;0;2;750000;Apartamento;POINT (-74.1819781 4.6248723);NoIdentificado;FALSO;-74,1819781;4,6248723;Localidad Bosa
64;3;Apartamento en Arriendo;c559caeb-b4dd-4589-b5de-a875f5f938e0;Estrato 3;Arriendo;0;2;880000;Apartamento;POINT (-74.1653323 4.6800997);NoIdentificado;FALSO;-74,1653323;4,6800997;Localidad Fontibón
77;2;Apartamento en Arriendo;b12e9e2f-55fa-440d-8ba5-ffd008c9e6c6;Estrato 4;Arriendo;2;3;2400000;Apartamento;POINT (-74.03955959999999 4.7251363);Cedritos;FALSO;-74,0395596;4,7251363;Localidad Usaquén
60;2;Apartamento en Arriendo;5d71e908-51a5-4bec-8851-87c4617b77f0;Estrato 6;Arriendo;1;2;3450000;Apartamento;POINT (-74.0518144 4.6798328);Chico norte;FALSO;-74,0518144;4,6798328;Localidad Chapinero
99;3;Apartamento en Arriendo;3f52c7e5-07e2-4ca6-b5ff-280598becdb4;Estrato 5;Arriendo;2;2;5900000;Apartamento;POINT (-74.067 4.703);Lagos de Cordoba;FALSO;-74,067;4,703;Localidad Suba
45;2;Apartamento en Arriendo;58be9279-997c-4232-9c0a-c91e67486ae4;Estrato 3;Arriendo;0;1;650000;Apartamento;POINT (-74.0977628 4.5512448);NoIdentificado;FALSO;-74,0977628;4,5512448;Localidad San Cristóbal
47;3;Apartamento en Arriendo;37e918b2-fdda-4fda-96e9-c13688ea976a;Estrato 3;Arriendo;0;2;1100000;Apartamento;POINT (-74.16761190000001 4.695692000000001);NoIdentificado;FALSO;-74,1676119;4,695692;Localidad Fontibón
46;3;Apartamento en Arriendo;f4515889-7272-417b-9c8e-f4588eaf99ed;Estrato 3;Arriendo;0;1;850000;Apartamento;POINT (-74.1042944 4.5034817);NoIdentificado;FALSO;-74,1042944;4,5034817;Localidad Usme
242;3;Apartamento en Arriendo;5f9066f6-3ff8-49af-9d9a-799482f5d9a1;Estrato 6;Arriendo;3;4;10000000;Apartamento;POINT (-74.027 4.712);Bosque Medina;FALSO;-74,027;4,712;Localidad Usaquén
130;2;Apartamento en Arriendo;46a93415-4824-40d1-9cc1-cbe16dc40432;Estrato 6;Arriendo;2;3;8000000;Apartamento;POINT (-74.04528200000001 4.6766724);Chicó Reservado;FALSO;-74,045282;4,6766724;Localidad Chapinero
47;2;Apartamento en Arriendo;174a36db-6884-479b-b14f-b9aef6341381;Estrato 3;Arriendo;0;1;1050000;Apartamento;POINT (-74.0853666 4.736155999999999);NoIdentificado;FALSO;-74,0853666;4,736156;Localidad Suba
47;3;Apartamento en Arriendo;5497bf5f-a3d1-4b76-af66-45c7d4cc09b8;Estrato 3;Arriendo;0;2;1100000;Apartamento;POINT (-74.16960359370118 4.583952616552813);Perdomo alto;FALSO;-74,16960359;4,583952617;Localidad Ciudad Bolivar
45;3;Apartamento en Arriendo;d206e923-ea8b-44b6-a4e7-8d8266f890b6;Estrato 3;Arriendo;0;1;1250000;Apartamento;POINT (-74.112 4.715);NoIdentificado;FALSO;-74,112;4,715;Localidad Engativá
147;4;Apartamento en Arriendo;e1d2d578-1af1-48f3-a8eb-45a215a07dd9;Estrato 6;Arriendo;2;5;7500000;Apartamento;POINT (-74.0485787 4.6885099);Chicó Navarra;FALSO;-74,0485787;4,6885099;Localidad Usaquén
60;1;Apartamento en Arriendo;c1e1f472-194c-4c5e-9cbc-886989c54ac9;Estrato 5;Arriendo;2;2;3100000;Apartamento;POINT (-74.054503 4.6846487);Usaquen;FALSO;-74,054503;4,6846487;Localidad Chapinero
30;1;Apartamento en Arriendo;a50a6e23-dd06-403b-9654-7581ca6ff736;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.101341885562 4.595278000736);NoIdentificado;FALSO;-74,10134189;4,595278001;Localidad Los Mártires
180;4;Apartamento en Arriendo;ed37666d-98d1-41f9-a130-97a44637193f;Estrato 5;Arriendo;1;4;6500000;Apartamento;POINT (-74.0422963 4.7001832);NoIdentificado;FALSO;-74,0422963;4,7001832;Localidad Usaquén
48;1;Apartamento en Arriendo;90cc701d-e3db-445c-8836-90b0b5a7cf1a;Estrato 6;Arriendo;1;1;2500000;Apartamento;POINT (-74.0398228 4.6966897);NoIdentificado;FALSO;-74,0398228;4,6966897;Localidad Usaquén
50;3;Apartamento en Arriendo;b22a6799-399a-46e1-bddf-393f58c7dbc8;Estrato 2;Arriendo;0;1;950000;Apartamento;POINT (-74.1751381 4.6283894);NoIdentificado;FALSO;-74,1751381;4,6283894;Localidad Kennedy
36;2;Apartamento en Arriendo;f816ce5f-b744-49aa-bd63-756355520a57;Estrato 2;Arriendo;0;1;1050307;Apartamento;POINT (-74.0849609 4.7540406);NoIdentificado;FALSO;-74,0849609;4,7540406;Localidad Suba
162;4;Apartamento en Arriendo;ebb1379d-7e99-4dfa-b0e7-a12bb3a5a28b;Estrato 5;Arriendo;2;3;6500000;Apartamento;POINT (-74.0641309 4.7327882);NoIdentificado;FALSO;-74,0641309;4,7327882;Localidad Suba
65;3;Apartamento en Arriendo;1a67080d-ca73-444a-90cc-c66b07fa1d93;Estrato 4;Arriendo;1;2;2500000;Apartamento;POINT (-74.0619824 4.7284706);NoIdentificado;FALSO;-74,0619824;4,7284706;Localidad Suba
239;4;Apartamento en Arriendo;6d2947ab-7a33-4b23-9f23-ae5c88653897;Estrato 6;Arriendo;3;4;22000000;Apartamento;POINT (-74.0538514 4.656770799999999);Los rosales;FALSO;-74,0538514;4,6567708;Localidad Chapinero
79;1;Apartamento en Arriendo;00421851-7f74-4e76-9abb-75bd622f11bb;Estrato 6;Arriendo;1;2;4600000;Apartamento;POINT (-74.0948945 4.5673191);NoIdentificado;FALSO;-74,0948945;4,5673191;Localidad San Cristóbal
197;3;Apartamento en Arriendo;235d9f5d-b72b-4006-b412-6123b675e65c;Estrato 6;Arriendo;3;3;7000000;Apartamento;POINT (-74.042 4.678);NoIdentificado;FALSO;-74,042;4,678;Localidad Chapinero
129;2;Apartamento en Arriendo;2f6f9e32-c62b-418e-a6c9-66172a122b98;Estrato 6;Arriendo;2;3;7720000;Apartamento;POINT (-74.05360180944824 4.676797376014928);NoIdentificado;FALSO;-74,05360181;4,676797376;Localidad Chapinero
72;3;Apartamento en Arriendo;4821d831-809c-48fd-9bfd-cd7690faf5e9;Estrato 6;Arriendo;1;3;3300000;Apartamento;POINT (-74.04517364501953 4.685001373291016);Rincon del chico;FALSO;-74,04517365;4,685001373;Localidad Usaquén
36;2;Apartamento en Arriendo;e30b8bdf-ffff-453d-8629-3958275721a8;Estrato 3;Arriendo;0;1;1100000;Apartamento;POINT (-74.10694885253906 4.591535568237305);Restrepo;FALSO;-74,10694885;4,591535568;Localidad Antonio Nariño
76;1;Apartamento en Arriendo;cd3a21af-ab74-40a8-9022-5a82d2d5cd64;Estrato 5;Arriendo;2;2;2260100;Apartamento;POINT (-74.069 4.697);NoIdentificado;FALSO;-74,069;4,697;Localidad Suba
69;2;Apartamento en Arriendo;9952e2cd-24df-4a8a-9354-48904dfcc2e9;Estrato 4;Arriendo;1;3;2100000;Apartamento;POINT (-74.1232489 4.6685959);NoIdentificado;FALSO;-74,1232489;4,6685959;Localidad Fontibón
61;2;Apartamento en Arriendo;7bd6657c-ff5f-4618-b75b-7b84b983cfa8;Estrato 5;Arriendo;2;2;2900000;Apartamento;POINT (-74.0554861 4.6831149);NoIdentificado;FALSO;-74,0554861;4,6831149;Localidad Chapinero
42;2;Apartamento en Arriendo;65b7bd75-4d52-4e08-9149-a12953a40a17;Estrato 3;Arriendo;0;1;1250000;Apartamento;POINT (-74.154616458033 4.680151496524);Fontibon;FALSO;-74,15461646;4,680151497;Localidad Fontibón
340;3;Apartamento en Arriendo;a6ae4925-3d16-4a93-bff0-9739e7c93b47;Estrato 6;Arriendo;2;4;10000000;Apartamento;POINT (-74.052 4.682);NoIdentificado;FALSO;-74,052;4,682;Localidad Chapinero
35;1;Apartamento en Arriendo;6354b2fa-b98d-4d09-9114-1349d3f0830d;Estrato 4;Arriendo;0;1;1650000;Apartamento;POINT (-74.0691423 4.741128799999999);NoIdentificado;FALSO;-74,0691423;4,7411288;Localidad Suba
87;3;Apartamento en Arriendo;168e227b-a897-4ea7-85dd-e681aa7ff986;Estrato 4;Arriendo;1;2;3250000;Apartamento;POINT (-74.037 4.731);Cedro bolivar;FALSO;-74,037;4,731;Localidad Usaquén
64;3;Apartamento en Arriendo;9177b4a8-64cd-4d93-949d-9235e4a440cc;Estrato 3;Arriendo;0;2;1400000;Apartamento;POINT (-74.1242827 4.621014499999999);NoIdentificado;FALSO;-74,1242827;4,6210145;Localidad Puente Aranda
96;3;Apartamento en Arriendo;68224c0f-d9df-4a80-a0b9-f7b5d51a3781;Estrato 6;Arriendo;2;3;4500000;Apartamento;POINT (-74.047 4.702);NoIdentificado;FALSO;-74,047;4,702;Localidad Usaquén
380;5;Apartamento en Arriendo;c93d69f8-5a89-4263-b009-8af9374284b4;Estrato 5;Arriendo;4;6;35000000;Apartamento;POINT (-74.053130149841 4.6572289745204);Zona chapinero;FALSO;-74,05313015;4,657228975;Localidad Chapinero
53;3;Apartamento en Arriendo;1735956a-f86a-4606-a3ea-22a0ce42f166;Estrato 3;Arriendo;0;2;1050000;Apartamento;POINT (-74.1657601 4.682206);NoIdentificado;FALSO;-74,1657601;4,682206;Localidad Fontibón
111;2;Apartamento en Arriendo;5a48d6e6-9330-45f5-b1cc-67e72efb9574;Estrato 6;Arriendo;1;2;8500000;Apartamento;POINT (-74.0528126 4.6636122);NoIdentificado;FALSO;-74,0528126;4,6636122;Localidad Chapinero
70;3;Apartamento en Arriendo;e4b6897d-ce66-488b-b24e-302105ead873;Estrato 4;Arriendo;1;2;2500000;Apartamento;POINT (-74.03623189999999 4.724726599999999);NoIdentificado;FALSO;-74,0362319;4,7247266;Localidad Usaquén
50;2;Apartamento en Arriendo;aca195d6-5387-487f-87cb-8102e8913950;Estrato 2;Arriendo;0;1;800000;Apartamento;POINT (-74.131649 4.706762);Villa gladys;FALSO;-74,131649;4,706762;Localidad Engativá
50;3;Apartamento en Arriendo;fd9f9b18-3f10-4cb5-aa23-907a8aa3bc84;Estrato 3;Arriendo;0;2;1650000;Apartamento;POINT (-74.05485500000002 4.726617);NoIdentificado;FALSO;-74,054855;4,726617;Localidad Suba
90;3;Apartamento en Arriendo;7dbd0d05-0207-4994-963a-07f69e1625a7;Estrato 3;Arriendo;0;2;1400000;Apartamento;POINT (-74.1240187 4.6005778);NoIdentificado;FALSO;-74,1240187;4,6005778;Localidad Puente Aranda
184;3;Apartamento en Arriendo;eeea8f70-54b9-493a-80ad-dc99896790ce;Estrato 6;Arriendo;3;3;7500000;Apartamento;POINT (-74.0474278 4.6720903);Chico norte;FALSO;-74,0474278;4,6720903;Localidad Chapinero
